איזור גידול,סוג חלקה,אורגני,מספר חלקה ,_id,שם חלקת אם,שם חלקה מפורט,שטח ברוטו (דונם),מגוף השקייה,מקור מים,דונם לגידול שלחין,תיאור מיקום מדוייק,אזור פיצוי בצורת,אחוז בצורת,איזור ביטוח קנט,מספר משרד החקלאות,מספר חלקה ישן,SHAPE_Length,מרכז שדה קו-רוחב,מרכז שדה קו-אורך,OBJECTID *,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,חורף 2018,קיץ 2018,2019,2019 - קיץ,2020,2021,2022,2023,2024,פתיחת חלקה בביאקם 2019,,דוררת,גרב אבקי,אבנים,רגישות לקרה,חיטוי אדיגן,תאריך אחרון לחיטוי,התאמה לריסוס אווירי,הרכב הקרקע,ניקוז,רוחות,גשם,"אפיון סביבה ונוף:
מגבלות שהוטלו ע""י המשרד לאיכות הסביבה / נציבות המים / הרשות לשמירת הטבע ","נכסי טבע ונוף בסביבה
(צומח,חי,אתרים היסטוריים וארכאולוגים)",פוריות ,התאמת הקרקע לגידול ,התאמת מי השקיה לגידול,עשבים רעים,"הדברת עשבים
(חומרים / שיטות)",שאריות חומרי הדברת עשבים,מזיקים ומחלות בגידולים קודמים (בגידול ב 2017),מכשולים בחלקה ובסביבתה,זבלים אורגניים,נזק מבעלי חים,נזק מגידולים שכנים,בטיחות עובדים ,"גורמים מיקרוביאליים
(רמת הסיכון)",ינבוט,עלקת מצרית,דטורה,סיכונים לאורגני,type
בית קמה,שלחין,רגיל,128,128-5,מסילה,מסילה - 5,89,45,"שפד""ן בית קמה",75,צד מזרחי,ד2,80,בית קמה מרכז - 8,42894,128,1841.029772,599748.2794,176831.6582,471,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,"תפו""א",גזר,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עלקת בגזר 2018,,,plot
בית קמה,שלחין,רגיל,128,128-4,מסילה,מסילה  - 4,15,44,"שפד""ן בית קמה",15,פס מזרחי בחלק המערבי (החלק שקרוב לשביל האורכי),ד2,80,בית קמה מרכז - 8,42894,128,2048.546127,599388.1409,176937.6622,35,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,"תפו""א",גזר,,חיטה א',,חיטה ב',"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עלקת בגזר 2018,,,plot
בית קמה,שלחין,רגיל,128,128-5,מסילה,מסילה - 5,15,45,"שפד""ן בית קמה",15,פס מזרחי בחלק המערבי (החלק שקרוב לשביל האורכי),ד2,80,בית קמה מרכז - 8,42894,128,1841.029772,599748.2794,176831.6582,471,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,"תפו""א",גזר,,חיטה א',,חיטה ב',"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עלקת בגזר 2018,,,plot
בית קמה,שלחין,רגיל,128,128-4,מסילה,מסילה  - 4,102,44,"שפד""ן בית קמה",102,צד מערבי,ד2,80,בית קמה מרכז - 8,42894,128,2048.546127,599388.1409,176937.6622,35,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,"תפו""א",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,128,128-5,מסילה,מסילה - 5,45,45,"שפד""ן בית קמה",45,צד מערבי,ד2,80,בית קמה מרכז - 8,42894,128,1841.029772,599748.2794,176831.6582,471,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,"תפו""א",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,128-9,128-9,מסילה פלחה,מסילה פלחה,205,,,205,,ד2,80,בית קמה מרכז - 8,42894,128,2351.343819,598342.8016,177116.2456,462,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',חיטה ב',,,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,176,176,מצבה דרום,מצבה דרום,85,ביוב בית קמה,ביוב בית קמה,85,,ד7,100,בית קמה דרום - 6,42908,176,1599.863466,594187.3636,176332.6952,51,,,,,,,,אספסת,אספסת,אספסת,אספסת,חיטה א',חיטה ב',אפונה,חיטה,כרב נח,חיטה א',,חיטה ב',,כרב נח,,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,173,173,מצבה מזרח,מצבה מזרח,218,,,218,,ד7,100,בית קמה דרום - 6,42910,173,2761.710228,593965.0395,177085.1541,53,,,,,מללי,חיטה א',חיטה ב',חיטה ב',תלתן,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,חיטה א',,חיטה ב',,שעורה,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,173,173,מצבה מזרח,מצבה מזרח,10,,,10,,ד7,100,בית קמה דרום - 6,42934,173,464.244235,594593.5395,177082.6985,150,,,,,,,,חיטה,תלתן,חיטה א',חיטה ב',אפונה,חיטה א',חיטה,שעורה,כרב נח,חיטה א',,חיטה ב',,שעורה,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,175,175-1,מצבה מרכז,מצבה מרכז - 1,90,ביוב בית קמה,ביוב בית קמה,90,,ד7,100,בית קמה דרום - 6,42956,175,1206.88506,594342.724,176600.8209,283,,,,,,,,חיטה,סורגום+חיטה,אפונה,חיטה,חיטה ב',אפונה,חיטה א',חיטה ב',חיטה ב',חיטה ב',,כרב נח,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,175,175-2,מצבה מרכז,מצבה מרכז - 2,81,ביוב בית קמה,ביוב בית קמה,81,,ד7,100,בית קמה דרום - 6,42958,175,1165.51656,594461.2718,176278.415,285,,,,,,,,חיטה,סורגום+חיטה,אפונה,חיטה,חיטה+אספסת,אפונה+אספסת,חיטה א',חיטה ב',חיטה ב',חיטה ב',,כרב נח,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,174,174-1,מצבה צפון,מצבה צפון - 1,42,92,"שפד""ן בית קמה",42,,ד7,100,בית קמה דרום - 6,42909,173,1225.357757,594500.2451,176938.0495,499,,,,,,,,חיטה,תלתן,חיטה א',חיטה ב',אפונה,חיטה א',חיטה,גזר,פפריקה,חיטה א',,חיטה ב',,כרב נח,חיטה לתחמיץ,גזר,פפריקה,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,174,174-1,מצבה צפון,מצבה צפון - 1,38,92,"שפד""ן בית קמה",38,,ד7,100,בית קמה דרום - 6,<Null>,174,889.855511,594579.4578,176850.7637,395,,,,,,,,חיטה,גזר,חיטה א',חיטה ב',חיטה ב',חיטה ב',חיטה,גזר,פפריקה,חיטה א',,חיטה ב',,כרב נח,חיטה לתחמיץ,גזר,פפריקה,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,אורגני,174,174-3,מצבה צפון,מצבה צפון - 3,67,,,67,,ד7,100,בית קמה דרום - 6,<Null>,174,1050.466666,594737.5332,176257.5713,284,,,,,,,,חיטה,גזר,חיטה א',חיטה,חיטה ב',אפונה,חיטה,כרב נח,כרב נח,חיטה א',,חיטה ב',,כרב נח,חיטה א',,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,131,131-1,משולשים 1,משולשים 1 דרום,93,34,"שפד""ן בית קמה",93,131-1 חלק מערבי,ד2,80,בית קמה מרכז - 8,42897,131,1891.350697,597446.7233,176591.4684,38,,,,,,,,חיטה ב',"תפו""א",חיטה א',"תפו""א",חיטה א',חיטה ב',גזר,חיטה ב',"תפו""א/מללי",חיטה א',,חיטה ב',,חיטה ב',שעורה,"תפו""א",,,פתוח,חיטה א',,,,,,,קשה לריסוס אווירי,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,131,131-1,משולשים 1,משולשים 1 דרום,76,34,"שפד""ן בית קמה",76,131-1 חלק מזרחי,ד2,80,בית קמה מרכז - 8,42897,131,1891.350697,597446.7233,176591.4684,38,,,,,,,,חיטה ב',"תפו""א/מללי",חיטה א',"תפו""א",חיטה א',גזר,חיטה א',"תפו""א",חיטה א',חיטה ב',,שעורה,,"תפו""א",חיטה א',,,,פתוח,חיטה ב',,,,,,,קשה לריסוס אווירי,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,131,131-2,משולשים 1,משולשים 1 צפון,52,34,"שפד""ן בית קמה",52,131-2 חלק צפון מזרחי,ד2,80,בית קמה מרכז - 8,42897,131,2404.351149,597990.5098,176648.6157,477,,,,,,,,חיטה א',חיטה ב',אפונה,חיטה א',"תפו""א",חיטה א',שעורה,כרב נח,"תפו""א",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,חיטה א',,,,,,,קשה לריסוס אווירי,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,131,131-2,משולשים 1,משולשים 1 צפון,84,34,"שפד""ן בית קמה",70,131-2 חלק דרום מערבי,ד2,80,בית קמה מרכז - 8,42897,131,2404.351149,597990.5098,176648.6157,477,,,,,,,,חיטה ב',"תפו""א",חיטה א',"תפו""א",חיטה א',חיטה ב',גזר,חיטה א',חיטה ב',"תפו""א",אבטיח,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,קשה לריסוס אווירי,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,131,131-3,משולשים 1,משולשים 1 מערב,47,34,"שפד""ן בית קמה",40,,ד2,80,בית קמה מרכז - 8,42898,131,1119.989609,597613.2707,176276.019,39,,,,,,,,חיטה ב',"תפו""א/מללי",חיטה א',"תפו""א",חיטה א',חיטה ב',גזר,חיטה ב',חיטה ב',"תפו""א",אבטיח,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,קשה לריסוס אווירי,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,131-9,131-9,משולשים 1 פלחה,משולשים 1 פלחה,127,,,127,,ד2,80,בית קמה מרכז - 8,42897,131,3556.51358,597720.8162,176791.776,383,,,,,,,,חיטה א',חיטה ב',אפונה,חיטה א',,חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,,כרב נח,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,131-9,131-9,משולשים 1 פלחה,משולשים 1 פלחה,11,,,11,,ד2,80,בית קמה מרכז - 8,42897,131,450.18422,598128.4252,176634.6965,401,,,,,,,,חיטה א',חיטה ב',אפונה,חיטה א',,חיטה ב',אפונה,חיטה א',חיטה ב',כרב נח,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,131-9,131-9,משולשים 1 פלחה,משולשים 1 פלחה,11,,,11,,ד2,80,בית קמה מרכז - 8,42897,131,434.053676,598142.884,176475.0961,384,,,,,,,,חיטה ב',,אפונה,חיטה א',חיטה ב',חיטה ג',אפונה,חיטה א',חיטה ב',כרב נח,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,131-9,131-9,משולשים 1 פלחה,משולשים 1 פלחה,22,,,22,,ד2,80,בית קמה מרכז - 8,42898,131,1029.703551,597912.5227,176253.9419,382,,,,,,,,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',חיטה ג',אפונה,חיטה א',חיטה ב',כרב נח,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,132,132-2,משולשים 2,משולשים 2 מרכז,103,34,"שפד""ן בית קמה",91,,ד2,80,בית קמה מרכז - 8,42927,132,1695.870645,598764.2706,176417.9432,473,,,,,,,,חיטה ב',בקיה,חיטה א',חיטה ב',אפונה,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,132,132-1,משולשים 2,משולשים 2 דרום,87,34,"שפד""ן בית קמה",74,,ד2,80,בית קמה מרכז - 8,42927,132,1476.56277,598524.0312,176461.8332,472,,,,,,,,חיטה ב',בקיה,חיטה א',חיטה ב',אפונה,"תפו""א",חיטה ב',חיטה ב',שעורה,"תפו""א",,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,שיבולת שועל עמידה לקוטלי דגניים (עונת  2018),,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,132-9,132-9,משולשים 2 פלחה,משולשים 2 פלחה,20,,,20,החלק הדרומי,ד2,80,בית קמה מרכז - 8,42927,132,757.089185,598315.0677,176598.0272,404,,,,,,,,חיטה ב',בקיה,חיטה א',חיטה ב',אפונה,כרב נח,,חיטה ב',שעורה,כרב נח,,חיטה א',,חיטה ב',שעורה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,132-9,132-9,משולשים 2 פלחה,משולשים 2 פלחה,185,,,185,החלק הצפוני,ד2,80,בית קמה מרכז - 8,42927,132,3384.102187,599024.4854,176250.6197,136,,,,,,,,חיטה ב',בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',שעורה,כרב נח,חיטה א',,חיטה ב',,שעורה,חיטה א',,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,פלחה,רגיל,133,133,משולשים 3,משולשים 3,505,,,505,,ד2,80,בית קמה מרכז - 8,42928,133,4777.664575,598416.2073,175916.6542,137,,,,,,,,חיטה ב',בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',כרב נח,חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1061,1061-2,נעמה דרום,נעמה דרום - 2,108,114,"שפד""ן מיגדה",108,,ד3,100,מיגדה - 4,42334,1051,1428.672485,584743.7285,162354.2962,332,,,פפריקה,מללי,חיטה א',"תפו""א / מללי",חיטה א',פטרוזיליה,חיטה א',חיטה ב',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',פטרוזיליה,,חיטה א',,חימצה,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עלקת בפטרוזילה 2018,,,plot
מיגדה,שלחין,רגיל,1061,1061-3,נעמה דרום,נעמה דרום - 3,127,115,"שפד""ן מיגדה",127,,ד3,100,מיגדה - 4,42332,1051,1451.273589,584868.8092,161982.0017,330,,,פפריקה,מללי,חיטה א',"תפו""א / מללי",חיטה א',פטרוזיליה,חיטה א',חיטה ב',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',פטרוזיליה,,חיטה א',,חימצה,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,עלקת בפטרוזילה 2018,,,plot
מיגדה,שלחין,רגיל,1063,1063-2,נעמה מרכז,נעמה מרכז - 2,41,114,"שפד""ן מיגדה",41,,ד3,100,מיגדה - 4,42407,1053,923.894236,585055.7524,162286.5503,339,,,פפריקה,מללי,"תפו""א",חיטה א',גזר,חיטה א' + גזר,חיטה ב' + פטרוזיליה,"תפו""א",חיטה א',סלרי,חיטה א',"תפו""א",חיטה א',חימצה,חיטה א',,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,בעל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1063,1063-3,נעמה מרכז,נעמה מרכז - 3,104,115,"שפד""ן מיגדה",104,,ד3,100,מיגדה - 4,42329,1053,1338.810747,585161.9087,162002.856,327,,,פפריקה,מללי,"תפו""א",חיטה א',גזר,חיטה א' + גזר,חיטה ב' + פטרוזיליה,"תפו""א",חיטה א',סלרי,חיטה א',"תפו""א",חיטה א',חימצה,חיטה א',,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,בעל,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
מיגדה,שלחין,רגיל,1064,1064,נעמה צפון,נעמה צפון,105,115,"שפד""ן מיגדה",105,,ד3,100,מיגדה - 4,42402,1054,1396.922836,585413.5169,162022.2161,323,,,חיטה א',"תפו""א / תירס",חיטה א',מללי,חיטה א',"תפו""א",חיטה א',חיטה ב',חיטה ג',"תפו""א",חיטה א',גזר / מללי,חיטה א',"תפו""א",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,137,137,סונול,סונול,159,3,"שפד""ן בית קמה",144,,ד5,100,בית קמה מזרח - 7,42871,137,1802.618,594304.1228,178141.097,423,,,,"תפו""א / מללי",חיטה א',חיטה ב' / גזר,גזר + חיטה א',"(תפו""א / מללי) + חיטה ב'","גזר + תפו""א",חיטה א' + חיטה ב',חיטה ב' + חיטה ג',"תפו""א + אפונה",חיטה א',חיטה ב',חיטה ג',פפריקה,חיטה א',,"תפו""א",,חיטה א',חימצה,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,134,134-1,סיביר 1-2 דרום,סיביר - 1 דרום,33,21,"שפד""ן בית קמה",33,מערבית לקו ברזים,ד2,100,בית קמה מרכז - 8,42935,134,1223.898389,595570.4492,177600.8532,155,,,,חיטה ב',פפריקה,"תפו""א",כרב נח,חיטה א',שמיר,כרב נח,"תפו""א",גזר,פפריקה,חיטה א',"תפו""א",טף,חיטה א',,גזר,,חיטה לתחמיץ,פפריקה,,חיטה א',כרב נח,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,134,134-1,סיביר 1-2 דרום,סיביר - 1 דרום,39,21,"שפד""ן בית קמה",39,מזרחית לקו ברזים,ד2,100,בית קמה מרכז - 8,42935,134,1223.898389,595570.4492,177600.8532,155,,,,חיטה ב',פפריקה,"תפו""א",כרב נח,חיטה א',שמיר,כרב נח,"תפו""א",גזר,פפריקה,חיטה א',"תפו""א",טף,חיטה א',,כרב נח,,חיטה לתחמיץ,פפריקה,,חיטה א',כרב נח,פתוח,חיטה א',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,134,134-2,סיביר 1-2 דרום,סיביר - 2 דרום,62,22,"שפד""ן בית קמה",62,,ד2,100,בית קמה מרכז - 8,42870,134,1093.740484,595754.5667,177237.9059,252,,,,חיטה ב',פפריקה,"תפו""א",כרב נח,חיטה א',פטרוזיליה,כרב נח,"תפו""א",חיטה א',גזר,חיטה א',"תפו""א / טף",חיטה א',חיטה ב',,כרב נח,פפריקה,חיטה לתחמיץ,גזר,,חיטה א',כרב נח,פתוח,חיטה ב',,,,,,,,,,,,,,,,,,,,,,,,,,,גבוה,,,,plot
בית קמה,שלחין,אורגני,138,138-1,סיביר 1-2 צפון,סיביר - 1 צפון,116,21,"שפד""ן בית קמה",116,,ד2,100,בית קמה מרכז - 8,42913,138,1398.188533,595781.0005,177684.4572,57,,,,חיטה ,חיטה ב' / גזר קיץ,חיטה א' + גזר,"תפו""א",סלרי,חיטה א',חיטה ב',אפונה + לפתית,"תפו""א / מללי",חיטה א',(גזר/מללי) + חיטה ב',חיטה א' + שעורה,פפריקה/מללי,חיטה א',,חיטה ב',,כרב נח,,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,אורגני,138,138-2,סיביר 1-2 צפון,סיביר - 2 צפון,113,22,"שפד""ן בית קמה",113,,ד2,80,בית קמה מרכז - 8,42855,138,1369.056185,595957.8864,177334.5007,235,,,,חיטה ,חיטה ב' / גזר קיץ,חיטה א' + גזר,"תפו""א",סלרי,חיטה א',חיטה ב',אפונה + לפתית,"תפו""א / מללי",חיטה א',(גזר/מללי) + חיטה ב',חיטה א' + שעורה,פפריקה/מללי,חיטה א',,חיטה ב',,כרב נח,,,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,139,139-3,סיביר 3-4 דרום,סיביר - 3 דרום,99,23,"שפד""ן בית קמה",95,,ד2,80,בית קמה מרכז - 8,42856,139,1263.132975,596068.7976,177787.2553,237,,,,"תפו""א / תירס",חיטה א',חיטה ב',פטרוזיליה,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',חימצה,"תפו""א",,חיטה א',,בצל,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,139,139-4,סיביר 3-4 דרום,סיביר - 4 דרום,114,24,"שפד""ן בית קמה",109,,ד2,80,בית קמה מרכז - 8,42925,139,1452.241014,596237.4381,177466.3478,132,,,,"תפו""א / תירס",חיטה א',חיטה ב',פטרוזיליה,חיטה א',"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",חיטה א',חיטה ב',חימצה,"תפו""א",,חיטה א',,בצל,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,140,140-3,סיביר 3-4 צפון,סיביר - 3 צפון,83,23,"שפד""ן בית קמה",83,,ד2,80,בית קמה מרכז - 8,42944,140,1250.338639,596399.8783,177880.3564,262,,,,חיטה,"תפו""א",חיטה א',חיטה ב',חיטה ב',חיטה ג',"תפו""א",חיטה א' / גזר,גזר + חיטה ב',חיטה א' + כרב נח,"תפו""א",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,140,140-4,סיביר 3-4 צפון,סיביר - 4 צפון,162,24,"שפד""ן בית קמה",162,,ד2,80,בית קמה מרכז - 8,42914,140,1625.069408,596562.6886,177630.139,58,,,,חיטה,"תפו""א",חיטה א',חיטה ב',חיטה ב',חיטה ג',"תפו""א",חיטה א' / גזר,גזר + חיטה ב',חיטה א' + כרב נח,"תפו""א",חיטה א',חיטה ב',שעורה,,"תפו""א",,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,141,141,סיביר 5,סיביר - 5,23,24,"שפד""ן בית קמה",23,סיביר 5 - קו ברזים מערבי,ד2,80,בית קמה מרכז - 8,42895,147,631.92612,597304.5995,177663.7904,511,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,"תפו""א",חיטה א',חיטה ב',שעורה,"תפו""א",שעורה,,כרב נח,,חיטה א',"תפו""א",,,,פתוח,חיטה א,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,141,141,סיביר 5,סיביר - 5,92,24,"שפד""ן בית קמה",92,סיביר 5 - חלק צפוני,ד2,80,בית קמה מרכז - 8,42915,141,1830.374865,596986.0446,177820.4407,59,,,,חיטה ב',אפונה,"תפו""א / (תירס + מללי)",גזר קיץ,חיטה א',חיטה ב',אפונה,חיטה א',"תפו""א",חיטה א',אפונה,שעורה,"תפו""א",שעורה,,כרב נח,,חיטה א',"תפו""א",,,,פתוח,חיטה א,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,141,141,סיביר 5,סיביר - 5,87,24,"שפד""ן בית קמה",87,סיביר 5 - חלק דרומי,ד2,80,בית קמה מרכז - 8,42915,141,1830.374865,596986.0446,177820.4407,59,,,,חיטה ב',אפונה,"תפו""א / (תירס + מללי)",גזר קיץ,חיטה א',חיטה ב',סלרי,"תפו""א / מללי",חיטה א',חיטה ב',שעורה,"תפו""א/מללי",חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,143,143-3,עגולה דרום,עגולה דרום - 3,42,53,"שפד""ן בית קמה",42,חלק דרומי,ד2,80,בית קמה צפון - 5,42887,143,1854.110953,599151.6093,177884.9589,498,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',שעורה,"תפו""א / מללי",חיטה א',חיטה ב',שעורה,,כרב נח,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,143,143-5,עגולה דרום,עגולה דרום - 5,80,55,"שפד""ן בית קמה",80,,ד2,80,בית קמה צפון - 5,42887,143,1354.137217,599593.2541,177501.3363,448,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',שעורה,"תפו""א / מללי",חיטה א',חיטה ב',שעורה,,כרב נח,,חיטה א',חיטה ב',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,143,143-1,עגולה דרום,עגולה דרום - 1,67,51,"שפד""ן בית קמה",67,עגולה דרום -1 -חלק צפוני,ד2,80,בית קמה צפון - 5,42887,143,1651.878507,598544.4123,178408.3707,456,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',שעורה,שעורה,"תפו""א",חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,143,143-2,עגולה דרום,עגולה דרום - 2,97,52,"שפד""ן בית קמה",97,עגולה דרום -2 -חלק צפוני,ד2,80,בית קמה צפון - 5,42887,143,1619.680228,598853.7033,178154.4699,457,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',שעורה,שעורה,"תפו""א",חיטה א',חיטה ב',,שעורה,,כרב נח,חיטה א',,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
בית קמה,שלחין,רגיל,143,143-1,עגולה דרום,עגולה דרום - 1,94,51,"שפד""ן בית קמה",94,עגולה דרום -1 -חלק דרומי,ד2,80,בית קמה צפון - 5,42887,143,1651.878507,598544.4123,178408.3707,456,,,,,,,,בקיה,חיטה א',חיטה ב',אפונה,חיטה א',חיטה ב',אפונה,חיטה א',"תפו""א",חיטה א',,חיטה ב',,שעורה,"תפו""א",,,,פתוח,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plot
